"user_id","order_id","product_id","created_at","updated_at","order_item_product_id"
95745,111718,7,2020-12-14 19:47:54.463 +0500,2020-12-14 19:47:55.133 +0500,120029
119958,133573,7,2021-08-17 04:40:05.258 +0500,2021-08-17 04:40:05.994 +0500,150196
102573,117123,7,2021-02-13 19:17:59.362 +0500,2021-02-13 19:18:00.346 +0500,126692
117892,131568,7,2021-07-02 06:17:23.016 +0500,2021-07-02 06:17:25.157 +0500,145014
103346,117809,7,2021-02-23 16:41:37.555 +0500,2021-02-23 16:41:38.087 +0500,127481
